Drug1,Drug2,Label
DB00765,DB01104,49
DB00391,DB00527,49
DB09212,DB09285,49
DB09215,DB09285,49
DB09216,DB09285,49
DB00273,DB01174,49
DB09218,DB09285,49
DB00492,DB07615,49
DB00241,DB01320,49
DB00223,DB01137,49
DB00224,DB06287,49
DB00405,DB04841,49
DB00405,DB04844,49
DB00706,DB09286,49
DB00343,DB01214,49
DB01018,DB01624,49
DB00257,DB01054,49
DB00700,DB09286,49
DB00790,DB00991,49
DB08906,DB12598,49
DB08905,DB12598,49
DB00421,DB00542,49
DB00712,DB11921,49
DB00861,DB08816,49
DB01159,DB06594,49
DB00599,DB00831,49
DB08981,DB09212,49
DB08981,DB09215,49
DB00588,DB00814,49
DB01501,DB06282,49
DB08981,DB09216,49
DB00715,DB01355,49
DB00793,DB09227,49
DB01545,DB08815,49
DB01544,DB08815,49
DB01113,DB09204,49
DB00370,DB00422,49
DB01181,DB01200,49
DB00454,DB01440,49
DB01039,DB09270,49
DB00593,DB01618,49
DB01189,DB01200,49
DB00231,DB00241,49
DB01340,DB01612,49
DB00737,DB00897,49
DB01200,DB01275,49
DB01018,DB01192,49
DB00697,DB01209,49
DB00695,DB01209,49
DB00721,DB00892,49
DB01340,DB08976,49
DB00593,DB00737,49
DB00734,DB09042,49
DB06739,DB13783,49
DB01247,DB04844,49
DB00186,DB00807,49
DB01028,DB01221,49
DB01081,DB01325,49
DB01081,DB01324,49
DB00006,DB09053,49
DB00633,DB00690,49
DB00186,DB00801,49
DB00318,DB00524,49
DB00753,DB09342,49
DB00318,DB00527,49
DB00335,DB01113,49
DB01074,DB09270,49
DB00281,DB01501,49
DB00797,DB01118,49
DB00790,DB01118,49
DB08981,DB09295,49
DB00922,DB01189,49
DB00343,DB01210,49
DB00474,DB00752,49
DB08984,DB09295,49
DB00925,DB01189,49
DB01410,DB12598,49
DB00381,DB00653,49
DB00635,DB08981,49
DB00247,DB01011,49
DB00630,DB08981,49
DB01043,DB09095,49
DB00813,DB01463,49
DB01037,DB01189,49
DB00527,DB00683,49
DB00186,DB00502,49
DB00721,DB01149,49
DB00830,DB00865,49
DB00871,DB01064,49
DB00830,DB00867,49
DB02709,DB13783,49
DB00708,DB01463,49
DB00721,DB01142,49
DB00292,DB00737,49
DB01075,DB09342,49
DB00285,DB00726,49
DB01104,DB01437,49
DB01075,DB09345,49
DB01106,DB01437,49
DB00867,DB00988,49
DB00273,DB04946,49
DB00413,DB00755,49
DB01151,DB01168,49
DB00327,DB00371,49
DB00933,DB01161,49
DB00742,DB01081,49
DB00323,DB00813,49
DB01076,DB05381,49
DB08905,DB13783,49
DB00924,DB01366,49
DB00747,DB01081,49
DB00608,DB01283,49
DB00216,DB00623,49
DB00748,DB01081,49
DB00708,DB01466,49
DB00647,DB01221,49
DB00918,DB04946,49
DB00455,DB01215,49
DB00699,DB00778,49
DB00549,DB01076,49
DB00608,DB07615,49
DB00519,DB00818,49
DB00588,DB00768,49
DB01063,DB09042,49
DB00816,DB09245,49
DB01178,DB01551,49
DB00753,DB01176,49
DB00959,DB11079,49
DB01192,DB01626,49
DB01171,DB01551,49
DB00844,DB06594,49
DB01200,DB01236,49
DB00215,DB00408,49
DB01176,DB01551,49
DB01144,DB01229,49
DB00531,DB00701,49
DB01114,DB01466,49
DB00356,DB01621,49
DB00397,DB00830,49
DB00477,DB01244,49
DB01236,DB06292,49
DB01047,DB09543,49
DB00321,DB00871,49
DB00708,DB00732,49
DB01359,DB08941,49
DB00228,DB01551,49
DB00402,DB00623,49
DB00402,DB00625,49
DB01197,DB04951,49
DB00402,DB00628,49
DB00244,DB00465,49
DB00934,DB01202,49
DB00240,DB00465,49
DB01142,DB04846,49
DB00768,DB01558,49
DB01142,DB04841,49
DB00543,DB01235,49
DB00376,DB01116,49
DB00996,DB01558,49
DB00608,DB00884,49
DB00596,DB09216,49
DB00591,DB09216,49
DB01463,DB11148,49
DB00690,DB01142,49
DB00318,DB09128,49
DB00176,DB09286,49
DB01075,DB01178,49
DB00374,DB00795,49
DB00193,DB01440,49
DB00657,DB01591,49
DB01588,DB09225,49
DB00443,DB00939,49
DB00588,DB00813,49
DB00469,DB00790,49
DB04574,DB04576,49
DB01065,DB01614,49
DB00288,DB01399,49
DB00461,DB00790,49
DB04908,DB11148,49
DB00660,DB01159,49
DB00465,DB00790,49
DB00282,DB01399,49
DB00768,DB01433,49
DB00405,DB00434,49
DB00376,DB00810,49
DB00363,DB00780,49
DB00376,DB00813,49
DB00189,DB00508,49
DB01227,DB04908,49
DB00292,DB06770,49
DB00967,DB01142,49
DB00967,DB01149,49
DB00652,DB06212,49
DB00738,DB01427,49
DB00472,DB00633,49
DB00961,DB01224,49
DB00909,DB01209,49
DB00967,DB01224,49
DB00543,DB06770,49
DB01320,DB01545,49
DB00413,DB09227,49
DB00906,DB01209,49
DB01221,DB08922,49
DB00232,DB00844,49
DB00700,DB00964,49
DB01236,DB06712,49
DB00189,DB01558,49
DB00214,DB00612,49
DB00181,DB01558,49
DB00332,DB00497,49
DB00237,DB00854,49
DB00436,DB00678,49
DB00237,DB00850,49
DB00688,DB06737,49
DB00688,DB06736,49
DB00688,DB06739,49
DB00313,DB00904,49
DB00554,DB06786,49
DB00313,DB00906,49
DB00500,DB02187,49
DB00554,DB06781,49
DB01161,DB13323,49
DB00373,DB00612,49
DB00933,DB09128,49
DB00232,DB01340,49
DB00215,DB00737,49
DB09212,DB09216,49
DB00328,DB00586,49
DB00231,DB00697,49
DB00324,DB00586,49
DB00296,DB04841,49
DB00744,DB00788,49
DB00700,DB00968,49
DB00633,DB01356,49
DB06697,DB08992,49
DB00376,DB11315,49
DB00497,DB06144,49
DB00454,DB01202,49
DB00178,DB09112,49
DB01227,DB01544,49
DB00454,DB01209,49
DB01080,DB01154,49
DB01211,DB12001,49
DB01245,DB06781,49
DB00195,DB00742,49
DB01081,DB09225,49
DB00690,DB01189,49
DB00296,DB00880,49
DB01563,DB06690,49
DB01567,DB06690,49
DB00670,DB09300,49
DB00991,DB09477,49
DB00413,DB01359,49
DB01433,DB06274,49
DB00700,DB01115,49
DB00962,DB01235,49
DB00374,DB01401,49
DB00896,DB01043,49
DB00899,DB01176,49
DB00540,DB06684,49
DB00899,DB01174,49
DB01013,DB01435,49
DB00623,DB00953,49
DB00315,DB06204,49
DB01020,DB09477,49
DB00454,DB05265,49
DB00620,DB13783,49
DB00193,DB04842,49
DB00962,DB01239,49
DB00831,DB01615,49
DB01628,DB08905,49
DB08931,DB09286,49
DB00831,DB01614,49
DB00494,DB01551,49
DB00846,DB08797,49
DB01215,DB06144,49
DB00661,DB09041,49
DB01210,DB01273,49
DB00688,DB02709,49
DB00924,DB01608,49
DB00474,DB00842,49
DB05246,DB09166,49
DB00818,DB13872,49
DB01065,DB09224,49
DB00599,DB09286,49
DB00285,DB08922,49
DB00975,DB08822,49
DB00484,DB08941,49
DB00645,DB00835,49
DB00633,DB01351,49
DB00232,DB00903,49
DB00699,DB01011,49
DB00790,DB00821,49
DB00525,DB04841,49
DB00699,DB01016,49
DB00296,DB00796,49
DB00296,DB00797,49
DB00371,DB00633,49
DB00764,DB01245,49
DB00712,DB01600,49
DB00829,DB08922,49
DB00884,DB06739,49
DB09286,DB13872,49
DB00335,DB00350,49
DB00748,DB08922,49
DB11315,DB11609,49
DB01229,DB06287,49
DB00244,DB01240,49
DB00500,DB00591,49
DB00500,DB00596,49
DB01153,DB06712,49
DB01202,DB01580,49
DB00241,DB00296,49
DB00933,DB11609,49
DB00248,DB00409,49
DB00502,DB00645,49
DB00181,DB00371,49
DB01233,DB01614,49
DB01233,DB01615,49
DB00270,DB08931,49
DB01233,DB01618,49
DB00189,DB00371,49
DB00985,DB08910,49
DB06770,DB13025,49
DB00292,DB09345,49
DB00181,DB00395,49
DB00554,DB04552,49
DB00292,DB09342,49
DB01159,DB09225,49
DB00244,DB00838,49
DB00950,DB09342,49
DB00392,DB00813,49
DB00392,DB00810,49
DB00721,DB09071,49
DB00898,DB01186,49
DB01222,DB08991,49
DB00696,DB01356,49
DB00356,DB11304,49
DB00318,DB01355,49
DB00318,DB01356,49
DB00749,DB08971,49
DB00749,DB08970,49
DB00318,DB01353,49
DB00780,DB00922,49
DB01115,DB09038,49
DB00391,DB00645,49
DB00498,DB09030,49
DB00391,DB00647,49
DB00176,DB01151,49
DB01037,DB01227,49
DB00337,DB13167,49
DB00771,DB01440,49
DB00933,DB01215,49
DB00371,DB01588,49
DB00371,DB01589,49
DB00906,DB01106,49
DB00371,DB01580,49
DB00747,DB01036,49
DB00371,DB01587,49
DB00727,DB09242,49
DB00241,DB01178,49
DB00959,DB07615,49
DB01192,DB01409,49
DB00647,DB00950,49
DB00645,DB00683,49
DB00647,DB00683,49
DB00340,DB00747,49
DB00691,DB07615,49
DB00343,DB00639,49
DB00593,DB01202,49
DB00401,DB00964,49
DB00450,DB00696,49
DB00246,DB00854,49
DB00401,DB00960,49
DB00455,DB00696,49
DB00545,DB01085,49
DB00555,DB01580,49
DB01144,DB09279,49
DB00296,DB01113,49
DB00340,DB01199,49
DB00270,DB00584,49
DB00528,DB01188,49
DB00575,DB00631,49
DB00699,DB08827,49
DB01154,DB01587,49
DB00571,DB00631,49
DB00699,DB08820,49
DB00321,DB00405,49
DB01154,DB01580,49
DB00434,DB08987,49
DB01081,DB13872,49
DB01221,DB01267,49
DB00752,DB09292,49
DB00755,DB09292,49
DB00843,DB01384,49
DB01551,DB01591,49
DB00961,DB01623,49
DB00861,DB01283,49
DB00232,DB00564,49
DB00884,DB06736,49
DB00967,DB01623,49
DB01240,DB09038,49
DB00627,DB00641,49
DB00310,DB08941,49
DB00404,DB08987,49
DB00434,DB06716,49
DB01165,DB01248,49
DB01154,DB01588,49
DB01168,DB01248,49
DB01169,DB01248,49
DB00370,DB00805,49
DB00458,DB00892,49
DB00500,DB04743,49
DB00381,DB00857,49
DB00206,DB01189,49
DB00708,DB08815,49
DB00246,DB01106,49
DB00363,DB00953,49
DB00215,DB00370,49
DB00922,DB08822,49
DB00206,DB00270,49
DB00206,DB00273,49
DB00206,DB00275,49
DB01227,DB12532,49
DB00660,DB06282,49
DB00356,DB00575,49
DB00324,DB01155,49
DB01037,DB01169,49
DB00899,DB01338,49
DB00246,DB00273,49
DB00752,DB01408,49
DB00850,DB06216,49
DB00694,DB06772,49
DB00752,DB01407,49
DB00964,DB09244,49
DB01427,DB08860,49
DB00420,DB00611,49
DB00401,DB01612,49
DB00423,DB00768,49
DB00476,DB01623,49
DB00476,DB01622,49
DB00391,DB01069,49
DB00801,DB04953,49
DB00514,DB00934,49
DB00842,DB13872,49
DB00934,DB06770,49
DB00596,DB04951,49
DB01037,DB06204,49
DB00477,DB06738,49
DB00404,DB01589,49
DB00318,DB01409,49
DB00313,DB06690,49
DB00230,DB01104,49
DB01050,DB06786,49
DB00633,DB01463,49
DB00683,DB01198,49
DB00633,DB01466,49
DB00404,DB01587,49
DB01050,DB06781,49
DB01235,DB09342,49
DB00381,DB01210,49
DB00381,DB01214,49
DB00540,DB01151,49
DB00584,DB00960,49
DB00584,DB00963,49
DB01186,DB04794,49
DB00584,DB00964,49
DB08984,DB09091,49
DB00584,DB00968,49
DB00281,DB04953,49
DB00401,DB09204,49
DB01283,DB01628,49
DB00591,DB01628,49
DB01253,DB06216,49
DB00790,DB01282,49
DB01367,DB08822,49
DB00180,DB01024,49
DB00469,DB00655,49
DB00796,DB01282,49
DB00797,DB01282,49
DB00482,DB00873,49
DB00555,DB00660,49
DB00818,DB00922,49
DB01563,DB06770,49
DB06287,DB08882,49
DB00670,DB01116,49
DB00584,DB00975,49
DB00392,DB12278,49
DB00940,DB01036,49
DB00771,DB00849,49
DB00461,DB03585,49
DB00611,DB09338,49
DB01544,DB09286,49
DB00219,DB00454,49
DB00176,DB00721,49
DB00575,DB00909,49
DB08910,DB08987,49
DB00395,DB09009,49
DB09256,DB11596,49
DB00555,DB01002,49
DB01070,DB13231,49
DB00934,DB01069,49
DB00381,DB00964,49
DB00179,DB09095,49
DB00230,DB00239,49
DB00678,DB01158,49
DB00508,DB00850,49
DB00679,DB08941,49
DB01007,DB06712,49
DB00755,DB09227,49
DB00609,DB00898,49
DB00753,DB09227,49
DB00752,DB09227,49
DB00633,DB00737,49
DB00489,DB00681,49
DB00540,DB09342,49
DB00543,DB09342,49
DB00484,DB00681,49
DB00486,DB00681,49
DB00472,DB01242,49
DB01018,DB09286,49
DB01002,DB11304,49
DB00850,DB01178,49
DB00683,DB01224,49
DB00850,DB01175,49
DB00683,DB01221,49
DB00999,DB01078,49
DB00898,DB01330,49
DB00814,DB08439,49
DB09225,DB09342,49
DB04908,DB09345,49
DB00860,DB01010,49
DB00228,DB04908,49
DB00189,DB01267,49
DB00353,DB00528,49
DB00327,DB01154,49
DB00784,DB08991,49
DB00327,DB01159,49
DB00353,DB00520,49
DB00333,DB01614,49
DB00335,DB08976,49
DB00441,DB01248,49
DB00181,DB00647,49
DB00180,DB07615,49
DB00922,DB01088,49
DB00331,DB01144,49
DB00502,DB00991,49
DB00771,DB01018,49
DB04844,DB06716,49
DB00350,DB00393,49
DB01114,DB06716,49
DB04841,DB06716,49
DB00186,DB00904,49
DB00186,DB00907,49
DB00186,DB00906,49
DB00333,DB01615,49
DB00817,DB01222,49
DB00434,DB00690,49
DB00334,DB09068,49
DB00829,DB04908,49
DB00401,DB00575,49
DB01214,DB01340,49
DB00401,DB00571,49
DB00120,DB00864,49
DB00337,DB01401,49
DB00818,DB01351,49
DB00482,DB01348,49
DB00741,DB09288,49
DB06736,DB09138,49
DB00489,DB00519,49
DB00922,DB01247,49
DB00631,DB00964,49
DB00631,DB00960,49
DB01501,DB01563,49
DB01229,DB08913,49
DB00511,DB00524,49
DB00492,DB04876,49
DB00906,DB01178,49
DB00909,DB01178,49
DB00282,DB01283,49
DB00206,DB01233,49
DB00179,DB01097,49
DB00252,DB00771,49
DB00241,DB06716,49
DB00962,DB01558,49
DB00688,DB00722,49
DB00752,DB01184,49
DB00660,DB11148,49
DB01283,DB01348,49
DB00708,DB04844,49
DB01239,DB01558,49
DB00413,DB00598,49
DB00708,DB04842,49
DB00454,DB06700,49
DB00413,DB00594,49
DB00934,DB01154,49
DB00972,DB01283,49
DB00413,DB00590,49
DB00790,DB01136,49
DB00656,DB09342,49
DB00180,DB04951,49
DB01320,DB01353,49
DB00593,DB01452,49
DB00455,DB01076,49
DB01192,DB09166,49
DB00594,DB01452,49
DB00849,DB01178,49
DB00554,DB01130,49
DB00849,DB01175,49
DB00472,DB00924,49
DB00531,DB00774,49
DB06287,DB06605,49
DB00356,DB01209,49
DB01200,DB01435,49
DB00804,DB00940,49
DB00998,DB01403,49
DB04552,DB06786,49
DB00433,DB00690,49
DB01168,DB01175,49
DB04552,DB06781,49
DB00328,DB00608,49
DB00325,DB01018,49
DB00841,DB09167,49
DB00248,DB00599,49
DB00555,DB00564,49
DB01097,DB09218,49
DB00245,DB01199,49
DB01235,DB13025,49
DB01097,DB09212,49
DB00884,DB00972,49
DB00320,DB06204,49
DB00297,DB09342,49
DB00297,DB09345,49
DB00884,DB08958,49
DB01097,DB09215,49
DB01563,DB04841,49
DB01563,DB04842,49
DB00502,DB00821,49
DB01563,DB04844,49
DB00657,DB00700,49
DB00241,DB00395,49
DB00734,DB00842,49
DB00486,DB01210,49
DB01628,DB02709,49
DB00247,DB00951,49
DB00486,DB01214,49
DB01143,DB01229,49
DB00808,DB08822,49
DB00418,DB04946,49
DB01151,DB01233,49
DB00555,DB01623,49
DB00273,DB01463,49
DB01144,DB09235,49
DB00563,DB01229,49
DB00519,DB05676,49
DB00996,DB09031,49
DB04948,DB08941,49
DB01202,DB01621,49
DB00285,DB00653,49
DB09220,DB11921,49
DB00588,DB09084,49
DB00722,DB00812,49
DB00967,DB13872,49
DB00433,DB00737,49
DB00622,DB01203,49
DB00352,DB01248,49
DB00998,DB04871,49
DB00210,DB00939,49
DB00351,DB01248,49
DB00357,DB01248,49
DB00656,DB01106,49
DB01248,DB11231,49
DB00647,DB00726,49
DB00653,DB06700,49
DB00796,DB01115,49
DB01545,DB09166,49
DB01348,DB09288,49
DB00796,DB01113,49
DB00598,DB01214,49
DB00909,DB00980,49
DB00334,DB01106,49
DB00852,DB01064,49
DB00972,DB09288,49
DB00873,DB08981,49
DB00821,DB01197,49
DB00221,DB01168,49
DB00292,DB00807,49
DB00753,DB00999,49
DB00588,DB01353,49
DB01081,DB04953,49
DB00427,DB09071,49
DB01219,DB01567,49
DB00753,DB00996,49
DB01253,DB06684,49
DB00531,DB00722,49
DB00405,DB01267,49
DB01180,DB01590,49
DB00422,DB01621,49
DB00409,DB01267,49
DB00443,DB01076,49
DB00818,DB01154,49
DB00292,DB13323,49
DB00334,DB00652,49
DB00780,DB06684,49
DB00420,DB01209,49
DB01544,DB04946,49
DB00259,DB01186,49
DB00818,DB01159,49
DB00818,DB01158,49
DB01618,DB09224,49
DB00188,DB00691,49
DB06725,DB08439,49
DB00571,DB01340,49
DB00328,DB00492,49
DB00253,DB00487,49
DB00633,DB00962,49
DB00467,DB00687,49
DB01019,DB04846,49
DB00896,DB01097,49
DB00796,DB00991,49
DB00678,DB00714,49
DB04743,DB08860,49
DB00588,DB06216,49
DB00690,DB01236,49
DB04951,DB06725,49
DB00697,DB00950,49
DB00392,DB01116,49
DB00620,DB00945,49
DB00674,DB08905,49
DB00677,DB08905,49
DB00771,DB06716,49
DB00813,DB00875,49
DB00691,DB01275,49
DB00706,DB00883,49
DB00706,DB00880,49
DB00737,DB11609,49
DB00750,DB01353,49
DB00706,DB00887,49
DB00297,DB08922,49
DB00639,DB08860,49
DB00870,DB04552,49
DB00646,DB09236,49
DB00178,DB00310,49
DB00633,DB00985,49
DB01142,DB01621,49
DB01142,DB01622,49
DB00656,DB01202,49
DB00924,DB06716,49
DB00652,DB01075,49
DB01238,DB06716,49
DB00961,DB04842,49
DB00972,DB01708,49
DB00337,DB00720,49
DB00972,DB04552,49
DB00774,DB00883,49
DB00193,DB00809,49
DB00714,DB08907,49
DB00774,DB00887,49
DB00738,DB04743,49
DB06725,DB07615,49
DB00972,DB09138,49
DB00216,DB00933,49
DB00216,DB00934,49
DB00802,DB00880,49
DB00420,DB00555,49
DB00214,DB00384,49
DB00418,DB00801,49
DB01002,DB09128,49
DB00909,DB01065,49
DB00327,DB00708,49
DB00708,DB00950,49
DB01355,DB09085,49
DB00353,DB09120,49
DB00860,DB06737,49
DB00193,DB11609,49
DB00818,DB08941,49
DB00497,DB01440,49
DB00596,DB00772,49
DB00844,DB01036,49
DB00652,DB11106,49
DB00247,DB01128,49
DB00773,DB01076,49
DB00368,DB00852,49
DB00708,DB01021,49
DB00708,DB01020,49
DB00708,DB01023,49
DB00708,DB01029,49
DB00708,DB01028,49
DB00818,DB01198,49
DB00273,DB00750,49
DB00841,DB08941,49
DB00735,DB00959,49
DB00394,DB06725,49
DB00362,DB00393,49
DB00399,DB06725,49
DB00247,DB01129,49
DB00285,DB01080,49
DB00237,DB01501,49
DB01359,DB09286,49
DB00608,DB00768,49
DB00876,DB08439,49
DB00215,DB00842,49
DB00187,DB00411,49
DB00492,DB01144,49
DB00477,DB01018,49
DB00754,DB01437,49
DB00195,DB00350,49
DB00588,DB00645,49
DB00315,DB00344,49
DB01188,DB06712,49
DB00321,DB01114,49
DB01189,DB09224,49
DB00555,DB00754,49
DB00310,DB01203,49
DB00726,DB09225,49
DB00949,DB01209,49
DB00668,DB06764,49
DB00228,DB09166,49
DB00734,DB04908,49
DB00297,DB00800,49
DB00842,DB09071,49
DB00795,DB01628,49
DB00257,DB00568,49
DB00802,DB08872,49
DB00753,DB01178,49
DB00972,DB08797,49
DB00318,DB01595,49
DB00875,DB01068,49
DB00710,DB01009,49
DB01227,DB01235,49
DB00813,DB06700,49
DB00494,DB00750,49
DB00327,DB04946,49
DB01227,DB01239,49
DB00715,DB00801,49
DB06216,DB08910,49
DB00237,DB01065,49
DB00520,DB07615,49
DB00209,DB00804,49
DB00187,DB01242,49
DB00295,DB09292,49
DB00656,DB00831,49
DB00268,DB08907,49
DB00720,DB01600,49
DB00726,DB01227,49
DB00831,DB01221,49
DB00239,DB04841,49
DB00228,DB01189,49
DB00246,DB04908,49
DB00782,DB01591,49
DB00744,DB01600,49
DB00806,DB09543,49
DB00500,DB00963,49
DB00835,DB04953,49
DB00278,DB09079,49
DB03585,DB08970,49
DB00492,DB00695,49
DB00589,DB00916,49
DB00861,DB01435,49
DB00328,DB09285,49
DB00808,DB01340,49
DB00237,DB00679,49
DB00457,DB01242,49
DB01295,DB03128,49
DB00313,DB00409,49
DB00328,DB08822,49
DB01174,DB09345,49
DB00321,DB01247,49
DB01075,DB09009,49
DB00409,DB01501,49
DB00341,DB00363,49
DB00492,DB00818,49
DB01037,DB01274,49
DB00494,DB00818,49
DB00588,DB01399,49
DB00343,DB00525,49
DB00887,DB01162,49
DB01009,DB01340,49
DB00231,DB00985,49
DB00899,DB08922,49
DB01081,DB09118,49
DB00896,DB08976,49
DB00543,DB01595,49
DB00540,DB01595,49
DB00404,DB01353,49
DB01002,DB01580,49
DB00875,DB01065,49
DB00508,DB09042,49
DB08976,DB13783,49
DB08860,DB08943,49
DB01002,DB01588,49
DB00502,DB09042,49
DB00404,DB01355,49
DB08880,DB09212,49
DB01239,DB01621,49
DB00404,DB01356,49
DB08880,DB09216,49
DB08880,DB09218,49
DB01197,DB02709,49
DB00996,DB01007,49
DB00457,DB04920,49
DB00312,DB01178,49
DB06802,DB08439,49
DB00748,DB00933,49
DB00747,DB00933,49
DB00371,DB06282,49
DB00652,DB04953,49
DB00312,DB01176,49
DB00490,DB00508,49
DB00327,DB06702,49
DB00193,DB00214,49
DB00586,DB08822,49
DB00483,DB00596,49
DB00584,DB08822,49
DB00734,DB00950,49
DB00401,DB01188,49
DB00285,DB00682,49
DB09279,DB13783,49
DB00771,DB09068,49
DB00476,DB00897,49
DB13323,DB13872,49
DB00924,DB01440,49
DB00812,DB13158,49
DB01014,DB01133,49
DB00391,DB01215,49
DB00661,DB01007,49
DB00818,DB09242,49
DB00395,DB01215,49
DB00867,DB01365,49
DB01233,DB06204,49
DB00472,DB00897,49
DB00176,DB00543,49
DB00896,DB13167,49
DB01115,DB01144,49
DB00227,DB06820,49
DB00315,DB01168,49
DB00182,DB06204,49
DB00809,DB01081,49
DB00675,DB06772,49
DB00353,DB00705,49
DB00209,DB00392,49
DB00402,DB11609,49
DB00321,DB00938,49
DB00502,DB01628,49
DB01057,DB08970,49
DB00393,DB00653,49
DB00497,DB00752,49
DB00924,DB01192,49
DB00405,DB06288,49
DB00189,DB01065,49
DB01202,DB04946,49
DB00275,DB00706,49
DB00189,DB01068,49
DB01384,DB09216,49
DB00647,DB01215,49
DB01380,DB09216,49
DB00356,DB01433,49
DB00737,DB00829,49
DB01162,DB09292,49
DB00527,DB00807,49
DB00630,DB01399,49
DB00726,DB00818,49
DB00721,DB00818,49
DB00443,DB01250,49
DB00527,DB00801,49
DB00635,DB01399,49
DB00829,DB01463,49
DB00404,DB01215,49
DB01203,DB01282,49
DB00829,DB01466,49
DB00950,DB01161,49
DB00788,DB08439,49
DB00321,DB01367,49
DB00818,DB01452,49
DB00801,DB00899,49
DB00844,DB01351,49
DB00193,DB01591,49
DB00252,DB00623,49
DB00652,DB00831,49
DB00844,DB01355,49
DB00807,DB00899,49
DB00435,DB01340,49
DB00810,DB01339,49
DB00808,DB00899,49
DB00323,DB00612,49
DB00742,DB01158,49
DB00323,DB00614,49
DB00699,DB05521,49
DB01587,DB13323,49
DB00178,DB00461,49
DB00402,DB00875,49
DB00750,DB00850,49
DB00545,DB00620,49
DB00754,DB00850,49
DB01242,DB04908,49
DB00324,DB05676,49
DB08922,DB13323,49
DB00324,DB00469,49
DB00363,DB01068,49
DB00968,DB06292,49
DB00555,DB06690,49
DB00312,DB00623,49
DB00670,DB01466,49
DB00228,DB01588,49
DB00842,DB00909,49
DB00253,DB00812,49
DB00542,DB07615,49
DB00996,DB01161,49
DB00228,DB01580,49
DB01197,DB06737,49
DB00343,DB01162,49
DB00768,DB00936,49
DB06712,DB09279,49
DB01188,DB09216,49
DB00594,DB09227,49
DB00768,DB00939,49
DB00660,DB06770,49
DB00465,DB00784,49
DB01349,DB06736,49
DB00310,DB00755,49
DB00936,DB01050,49
DB00907,DB01433,49
DB00332,DB00517,49
DB00436,DB01159,49
DB00681,DB07615,49
DB00434,DB01159,49
DB00435,DB01159,49
DB01397,DB06694,49
DB06716,DB12532,49
DB00967,DB01174,49
DB00381,DB01422,49
DB01074,DB09041,49
DB00854,DB08897,49
DB00298,DB00555,49
DB00961,DB01174,49
DB00806,DB06605,49
DB00881,DB08880,49
DB00614,DB01356,49
DB00298,DB01202,49
DB01200,DB01615,49
DB00482,DB01009,49
DB00726,DB01588,49
DB00175,DB06145,49
DB00006,DB09079,49
DB00180,DB00939,49
DB01081,DB08872,49
DB00854,DB01595,49
DB00181,DB00228,49
DB00328,DB01435,49
DB00214,DB00401,49
DB00573,DB00846,49
DB00633,DB08822,49
DB00568,DB01110,49
DB00655,DB01137,49
DB00397,DB00610,49
DB00363,DB06201,49
DB00891,DB09214,49
DB04946,DB08922,49
DB00814,DB08981,49
DB00502,DB12598,49
DB00814,DB08984,49
DB00482,DB00710,49
DB00322,DB00864,49
DB00186,DB00281,49
DB00674,DB00846,49
DB00528,DB01144,49
DB00334,DB01253,49
DB01282,DB05271,49
DB00623,DB01618,49
DB00424,DB12278,49
DB00846,DB01024,49
DB01104,DB01198,49
DB01076,DB04743,49
DB00338,DB01253,49
DB00623,DB01614,49
DB00623,DB01615,49
DB00248,DB01356,49
DB00465,DB01628,49
DB00949,DB06282,49
DB01275,DB08931,49
DB00193,DB00475,49
DB00371,DB06700,49
DB00273,DB08897,49
DB06786,DB09212,49
DB00628,DB01086,49
DB00540,DB00669,49
DB00628,DB01080,49
DB00628,DB01081,49
DB06781,DB09212,49
DB00768,DB13323,49
DB00508,DB00949,49
DB00712,DB09279,49
DB01235,DB09128,49
DB00206,DB09225,49
DB00209,DB01209,49
DB00371,DB05246,49
DB00181,DB00458,49
DB00356,DB00628,49
DB00333,DB00708,49
DB00959,DB01043,49
DB00394,DB08991,49
DB00193,DB00474,49
DB01189,DB06201,49
DB00959,DB01044,49
DB01151,DB08987,49
DB01154,DB09286,49
DB01253,DB04794,49
DB00264,DB00691,49
DB00826,DB04841,49
DB00363,DB00801,49
DB01401,DB04552,49
DB00838,DB01397,49
DB00310,DB01612,49
DB00363,DB00807,49
DB00588,DB06201,49
DB00178,DB01144,49
DB00482,DB00657,49
DB09040,DB09236,49
DB00500,DB00945,49
DB00768,DB04896,49
DB00735,DB13783,49
DB00295,DB00645,49
DB00296,DB01144,49
DB00295,DB00647,49
DB09040,DB09230,49
DB00998,DB01238,49
DB00176,DB01086,49
DB00273,DB00333,49
DB00554,DB04743,49
DB00953,DB01168,49
DB00248,DB00752,49
DB01151,DB09009,49
DB01282,DB09292,49
DB00248,DB00759,49
DB00475,DB01100,49
DB00341,DB00737,49
DB06772,DB09244,49
DB00584,DB00742,49
DB00628,DB00690,49
DB00472,DB01614,49
DB01021,DB01396,49
DB00584,DB00749,49
DB00237,DB01267,49
DB00818,DB11148,49
DB00395,DB01100,49
DB00849,DB01351,49
DB01086,DB01178,49
DB00475,DB00850,49
DB01086,DB01176,49
DB00475,DB00854,49
DB00841,DB00865,49
DB00841,DB00867,49
DB01080,DB01595,49
DB00601,DB00696,49
DB00298,DB04844,49
DB01086,DB01595,49
DB00623,DB01595,49
DB00838,DB09220,49
DB00517,DB06702,49
DB00401,DB01136,49
DB00187,DB09235,49
DB00264,DB00695,49
DB00782,DB12278,49
DB00635,DB00688,49
DB00727,DB01115,49
