Entity	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100	feature101	feature102	feature103	feature104	feature105	feature106	feature107	feature108	feature109	feature110	feature111	feature112	feature113	feature114	feature115	feature116	feature117	feature118	feature119	feature120	feature121	feature122	feature123	feature124	feature125	feature126	feature127	feature128	feature129	feature130	feature131	feature132	feature133	feature134	feature135	feature136	feature137	feature138	feature139	feature140	feature141	feature142	feature143	feature144	feature145	feature146	feature147	feature148	feature149	feature150	feature151	feature152	feature153	feature154	feature155	feature156	feature157	feature158	feature159	feature160	feature161	feature162	feature163	feature164	feature165	feature166	feature167	feature168	feature169	feature170	feature171	feature172	feature173	feature174	feature175	feature176	feature177	feature178	feature179	feature180	feature181	feature182	feature183	feature184	feature185	feature186	feature187	feature188	feature189	feature190	feature191	feature192	feature193	feature194	feature195	feature196	feature197	feature198	feature199
<http://bio2rdf.org/drugbank:DB00939>	-0.34413767	-0.04198035	0.4959879	0.7833332	-0.6430734	0.57438415	-0.38991815	0.32041097	0.3863898	0.078497574	0.07999423	-0.37055206	0.91802686	-0.3268314	0.52255946	-0.022348342	-0.24764647	0.6049385	-0.061504282	0.2785697	-0.038447104	-0.06449148	0.3036842	0.43271413	-0.32036668	0.21439254	-0.57533175	0.79721105	0.051411018	0.06217802	-0.15742344	-0.02521024	-0.13354275	-0.067167714	0.77206373	-0.2020415	0.32564077	-0.11060761	0.13378488	-0.35769847	0.17471486	0.120883085	-0.12166604	0.26711854	0.16484831	-0.52884865	-0.17577624	0.1994646	0.08047965	0.4605631	0.10241691	0.26474154	0.15290652	-0.22790204	0.2955684	0.04513827	0.3766711	-0.21677522	0.07563591	0.4729709	-0.087934054	0.18114147	0.22761382	0.12221981	0.05906388	-0.033884276	-0.24165353	-0.19646488	-0.1876433	0.24581553	-0.2653519	-0.15784119	0.604493	0.2932504	-0.017695094	0.5665605	0.45925874	-0.09319734	-0.4714441	-0.17035572	-0.19023125	0.47519723	0.07415987	0.43165812	0.061439186	-0.1688823	-0.13141167	-0.44811755	-0.09594917	0.30633134	0.35548112	-0.40323463	0.41035488	0.11710799	-0.14270309	-0.39056078	0.35759422	-0.2626244	0.11586725	-0.010961102	-0.3946707	-0.11371426	0.55499655	0.15569676	-0.05403517	-0.092326425	0.21881747	-0.13096324	-0.23207298	0.36892653	0.16345815	0.1553916	-0.3827578	0.27717102	-0.17636752	-0.1322759	0.07182942	-0.071665585	-0.14436163	-0.09905479	-0.15786442	0.31490278	-0.42265162	-0.04579821	0.15272209	0.07434696	0.070664205	-0.05890611	0.12554692	-0.2574431	0.45957282	-0.30305398	0.30523592	0.20994931	-0.0036197447	-0.25703055	0.1529912	-0.21055637	-0.08330939	-0.10699725	0.06334147	0.37526163	-0.089914665	-0.023391675	-0.29380158	-0.22946203	-0.044206344	0.5352742	-0.16044126	-0.06377538	0.29603305	0.2439034	0.38067475	-0.21995491	-0.09873208	-0.104208946	0.2636206	-0.34775236	-0.07379429	0.10664624	-0.05756397	0.02072259	-0.33789882	0.045881364	-0.10270124	0.28244606	-0.17389566	-0.317237	-0.2879643	0.21054275	-0.022029817	-0.3878366	0.14758404	-0.22436188	-0.23205428	-0.25388396	0.010480329	0.1999712	-0.33243725	0.009133862	0.48005927	0.44300908	-0.25321814	0.36742893	-0.16081221	0.02785164	-0.23647568	0.29245543	-0.0024160214	0.06535833	-0.097230606	-0.055254117	0.16177493	-0.10941029	0.018371506	0.12228593	-0.12427505	0.2919924	-0.3092125	0.1690011
<http://bio2rdf.org/drugbank:DB00253>	-0.45188564	-0.08485934	0.33893058	0.7844005	-0.4927328	0.50794953	-0.3342713	0.4293955	0.2552288	0.20033197	0.15106192	-0.3493989	0.7592355	-0.4056198	0.46574277	0.03763686	-0.32811135	0.52330506	0.058095645	0.16486861	-0.168011	0.050080325	0.26334015	0.3250142	-0.12610975	0.38123637	-0.8007484	0.5055864	0.02113938	0.15959202	-0.0078109433	0.03638837	-0.08667616	-0.12039154	0.42540652	-0.38022843	0.1883277	0.096063994	0.09801014	-0.18777995	0.19565475	0.26807085	-0.105755754	0.34447712	0.12311383	-0.50216603	-0.16102636	0.03815668	-0.037578285	0.40099248	0.4802771	0.2472332	0.42643782	-0.18413663	0.24753325	-0.10856683	0.11904779	-0.12947507	0.102544315	0.10720428	-0.065088205	-0.25414407	0.09425607	0.1994548	0.191777	-0.23958218	-0.18740603	0.001684392	-0.10912894	0.16098513	-0.06696273	-0.07174847	0.43274283	0.12431179	-0.084614545	0.36224225	0.41764665	-0.14135729	-0.48820198	-0.17725621	-0.31465116	0.43297997	-0.18586835	0.4461826	-0.042076077	-0.096597314	0.13923319	-0.4551685	0.09873976	0.19476177	0.30406117	-0.29360652	0.18912879	0.34152582	-0.34207785	-0.27953908	0.2789917	-0.2705654	-0.01573401	0.05487971	-0.31342918	-0.10078872	-0.0015390803	0.03395747	-0.002431492	0.159081	0.52851075	-0.19483022	-0.25119174	0.13738559	0.14860746	0.089844115	-0.40294448	0.14681748	-0.268696	-0.39288896	0.16433029	-0.02844732	-0.22584035	-0.2515372	-0.15194002	0.14465013	-0.3102524	-0.21160096	-0.0005168838	0.1175532	0.18564516	-0.16361469	0.064309604	-0.3519331	0.38675752	-0.5578357	0.5119841	0.21979496	-0.1093965	0.054578535	0.030843692	-0.22829081	-0.12714152	-0.003347286	0.20105056	0.42294934	-0.06572775	0.18208832	0.016838174	-0.1253573	-0.08887051	0.36799875	0.080029495	0.15396263	0.42519376	0.12374487	0.4300152	-0.10928133	-0.14166708	-0.0005791071	0.41809836	-0.38772115	-0.0064768847	0.10596252	-0.23022515	0.36004078	-0.33662826	0.22991765	-0.23474863	0.3584284	0.07309124	-0.22072823	-0.41727847	0.20063329	0.15408312	-0.54242414	0.008594766	0.022386432	-0.02886931	0.16123174	0.22244327	-0.06367049	-0.06234118	0.089613646	0.48777628	0.6829866	-0.24122402	0.49149603	-0.3013257	-0.07771398	-0.269422	0.39463282	0.2374885	-0.08734056	0.0524109	-0.21161982	0.1335848	-0.056408335	0.029385535	0.14260794	-0.15543662	0.20171532	-0.24171743	0.059578322
<http://bio2rdf.org/drugbank:DB00784>	-0.35801178	-0.0072871945	0.53860533	0.9242721	-0.6245935	0.508166	-0.054350637	0.5490394	0.33322576	0.07055089	0.011795373	-0.2040199	0.61283505	0.05215394	0.5405697	0.14508048	-0.22856113	0.778793	0.029983707	0.108184785	-0.15111654	0.027392885	0.09699896	0.019240245	-0.027989568	0.3517557	-0.632069	0.65856254	0.12583824	-0.08776689	-0.11261869	0.12138745	0.045879927	0.012606334	0.53683543	-0.33245724	0.12229234	0.005345322	0.13724767	-0.18575023	0.13601334	-0.038842704	-0.17721142	0.1929924	0.010521382	-0.5052621	-0.28309783	-0.045924343	-0.18314806	0.26608706	0.3077071	0.24222216	0.25242668	-0.3608936	0.48729903	-0.10388439	0.008899266	-0.29285163	0.07666853	0.24463025	-0.1617947	-0.055876844	0.24390648	0.2612089	0.06749711	-0.1739166	-0.16558534	-0.25643906	-0.2633409	0.17453927	-0.19894463	-0.10263714	0.5839883	0.18989941	-0.07025039	0.48863786	0.5806716	-0.11530558	-0.49584505	-0.01478872	-0.097626224	0.38424394	0.14751089	0.25772166	0.009374753	-0.04864399	-0.03436354	-0.27926528	-0.18210971	0.24845755	0.54083943	-0.6426506	0.2855724	-0.1367072	-0.36717018	-0.34027064	0.37041256	-0.29403833	0.061192457	-0.119109415	-0.4248538	0.111184664	0.38467228	0.107027724	-0.25247467	0.092706084	0.2890997	0.009555813	-0.21191037	0.11496656	0.0720054	-0.27814427	-0.1009802	0.0022752113	-0.37908906	-0.2058754	0.21759656	0.042644713	-0.11945216	-0.15167814	-0.00022224858	0.25091666	-0.18088296	-0.049531378	0.2013789	-0.116930515	0.08929931	0.04852413	0.25561425	-0.47747225	0.5686594	-0.3937838	0.37236837	0.17722118	0.041191876	-0.23051828	0.101578705	0.014114434	-0.20108594	0.021797324	0.008215924	0.43089828	0.31134006	0.17876798	-0.08559011	-0.16909517	-0.20675382	0.5571744	-0.21397775	-0.27759826	0.38025355	0.25777352	0.14489718	-0.25163752	-0.19533797	-0.36275336	0.3476921	-0.26445356	0.059461564	-0.009153023	0.069118425	0.214766	-0.05047882	0.18963474	-0.085452706	0.2697613	-0.0014162858	-0.2639649	-0.23297866	0.0934513	0.07164613	-0.16511895	0.08241124	-0.3027267	-0.24337529	-0.18293965	0.01688413	0.20904028	-0.39268148	-0.19835356	0.47824258	0.49521798	-0.5110763	0.3870018	-0.20914383	-0.11415579	-0.429193	0.2972247	0.10632956	0.16784596	-0.29402906	-0.2566465	0.20240358	-0.075132415	0.034708958	0.046142936	0.09325333	0.06437627	-0.47134894	0.24953566
<http://bio2rdf.org/drugbank:DB00351>	-0.40312126	-0.080280766	0.16541879	0.7793011	-0.55326027	0.34443524	-0.38159987	0.43822214	0.38235098	0.1027001	0.073822916	-0.3257018	0.6201432	0.063334644	0.32766062	0.089475326	-0.42598048	0.75162643	0.013199917	0.048198305	-0.085887656	-0.011227032	0.13756947	0.2621059	-0.2547382	0.20188199	-0.60631573	0.65170485	-0.13877115	-0.14036311	-0.1431783	0.073612206	-0.04815068	-0.10035274	0.44213226	-0.2012882	0.28402293	-0.16707587	-0.03179326	-0.14987838	0.15581433	0.09802249	-0.023779461	0.08084591	-0.08794024	-0.47929952	-0.11330779	0.01958293	-0.106656514	0.30913785	0.37278613	0.26916537	0.30128586	-0.031226076	0.33978716	-0.19205347	0.34631017	-0.22143221	0.024571449	0.20835902	-0.12616849	-0.20709096	0.1322879	0.25452414	0.23195666	-0.22472298	-0.21036735	0.1415967	-0.4018261	0.08645739	-0.2681639	-0.21061401	0.44710812	0.22760169	0.1108363	0.36564288	0.33107722	-0.1709438	-0.29596454	-0.17821945	-0.4328994	0.30783933	0.23315307	0.13838218	0.023659483	-0.16460223	0.0021414575	-0.37086114	0.01749859	0.22787729	0.2261092	-0.41993806	0.17209786	0.14569935	-0.17401135	-0.5313655	0.37382448	-0.29186696	-0.07666125	0.18295321	-0.15487272	-0.00145201	0.03801517	0.080576636	-0.05073973	0.08126427	0.22279006	-0.04706061	-0.22117841	0.13151295	0.029884933	-0.0541967	-0.26324207	-0.025077816	-0.13664775	-0.13075557	0.29736462	0.014382518	-0.15332335	0.084223986	-0.03084083	0.2515872	-0.35951868	0.01142075	0.003077968	0.17049922	0.19636048	-0.1162171	0.21357954	-0.3032335	0.54232115	-0.36682114	0.33416352	0.22591297	-0.023823768	-0.12361677	0.013850837	-0.16466966	-0.15071525	0.00011467286	0.10077598	0.3843178	-0.14460331	0.29698625	-0.16804795	-0.051881395	-0.22564554	0.46954724	-0.15727551	-0.025379194	0.48664302	-0.038376734	0.084642984	0.061447747	-0.021999111	-0.039460115	0.6147726	-0.30352017	-0.15767404	0.008428528	-0.3452061	0.20330183	-0.07013298	0.25306854	-0.31192362	0.22992326	0.0637979	-0.17995459	-0.41551685	-0.018452683	0.15331994	-0.5204286	0.037416577	0.056513872	-0.20731744	0.1266384	0.07309647	0.12974793	-0.13044348	0.04334378	0.25907817	0.4339374	-0.09468588	0.41658667	-0.19443017	0.01425407	-0.2808524	0.20364141	0.22390583	-0.13221198	-0.0033190765	-0.13367805	-0.025798175	-0.27017045	0.15991764	0.23772646	0.23877874	0.41201794	-0.26090962	0.30988714
<http://bio2rdf.org/drugbank:DB01065>	-0.571183	-0.10440645	0.6278908	0.6873381	-0.7491456	0.5774372	-0.278125	0.6036117	0.30376542	0.0027790288	0.17525327	-0.16824563	0.8764115	-0.24697062	0.43435594	-0.23917527	-0.13460156	0.3531312	-0.08300413	0.12770614	-0.12511946	-0.10221822	0.5594123	0.37001306	-0.2662479	0.5919254	-0.8501628	0.79926294	0.0616262	0.14778833	-0.167427	-0.12952098	-0.031459574	0.02102461	1.0103024	-0.2141978	0.34738913	-0.120865025	0.4286983	-0.08695365	0.30645993	0.4351629	-0.016791156	0.14347823	-0.05741204	-0.36941692	-0.1517212	0.23893262	-0.0012903662	0.52441853	0.13603272	0.45259842	0.014178523	-0.11072763	0.50001365	-0.14768584	0.41349214	-0.09604389	0.27228254	0.15385139	-0.28923407	-0.21678047	0.12258651	0.18849182	-0.01405328	-0.35007763	-0.21180308	-0.11176901	-0.17021628	-0.13117479	0.048394587	-0.36020932	0.49708092	0.2724928	-0.1332245	0.35875303	0.35854855	-0.05017331	-0.39352557	-0.35882914	-0.20289022	0.4466979	0.130245	0.55478585	-0.10101409	-0.09050587	-0.04389754	-0.51997405	-0.15131049	0.27926397	0.30830964	-0.6905413	0.56697893	0.092815734	-0.10553583	-0.33352318	0.47479606	-0.16706023	0.14200635	-0.008490765	-0.41210806	-0.32737875	0.2343995	0.32864702	-0.25350788	-0.029679652	0.14701045	-0.3742399	-0.46878192	0.36230516	-0.017473383	-0.098299205	-0.057357617	0.21058923	-0.57603735	-0.2142785	0.13707538	0.05240005	0.004614821	-0.10781473	-0.013386909	0.09279002	-0.3336714	-0.3660765	0.26859942	-0.12740305	0.3738513	-0.32911363	0.50509846	-0.4634618	0.2855741	-0.38026235	0.033007935	0.17594731	-0.00049571594	-0.078863434	-0.06070395	0.008538933	-0.3939897	-0.092378825	-0.03532903	0.2500447	-0.013371456	0.13028847	-0.05096384	-0.4873148	-0.2642212	0.3646033	0.15398785	0.0015549952	0.4138118	0.37229678	0.2831699	-0.36164013	-0.16258773	-0.52702504	0.34063628	-0.20303105	-0.018471608	0.08568656	0.03526746	0.10734569	-0.3226687	0.13203453	-0.2375203	0.5065434	0.06972757	-0.3559163	-0.21040106	0.1947852	0.012105491	-0.31039193	-0.023414074	-0.18537262	-0.07645898	-0.19712014	0.07171857	0.24759218	0.027524512	-0.12044249	0.269717	0.6530773	-0.48024666	0.26103994	-0.15863821	-0.053110268	-0.19945769	0.45508653	0.12926577	-0.050802246	-0.4508976	0.041261796	0.43122718	-0.46106207	-0.015566151	0.20469287	-0.15982181	0.24746343	-0.4758566	0.14534444
<http://bio2rdf.org/drugbank:DB00170>	-0.4157583	-0.22515659	0.39521158	0.63062954	-0.57269394	0.19065987	-0.38372868	0.4698239	0.44881514	-0.026421638	0.27478305	-0.1868762	0.51310563	-0.34613585	0.44072768	-0.10649066	-0.45888138	0.6035434	-0.13348497	0.333323	0.013955404	-0.16000704	0.7080201	0.34613287	-0.25654557	0.6132605	-0.7840117	0.8767173	0.2349991	0.21956906	0.119971104	-0.0075826347	-0.08386216	0.084484704	0.75363046	-0.08963232	0.27903822	-0.18075359	0.21184815	-0.056903943	0.21025011	0.24819052	-0.09773057	0.17491221	-0.15084024	-0.46307334	-0.19463569	0.15661906	0.045615606	0.53611606	0.24079672	0.4894429	0.2647047	-0.035623893	0.50365674	-0.34512773	0.30724165	-0.10817813	0.390535	-0.011601889	-0.21576533	-0.31475523	0.02064803	0.40447238	0.09596883	-0.30698723	-0.19032325	0.13298286	-0.14067449	0.20727144	0.03584375	-0.18791202	0.42927697	0.22252853	-0.08504859	0.28941005	0.23085764	-0.055382837	-0.47720924	-0.15526722	-0.29859474	0.2864679	0.25465798	0.23669064	-0.29342774	0.08919196	-0.044298228	-0.49466652	0.22388794	0.25800034	0.14401965	-0.57694525	0.47783294	0.143081	-0.2100852	-0.49809328	0.32329825	-0.1760544	0.06774116	0.36051708	-0.40404752	-0.0047415737	0.32940814	0.1842204	-0.14647418	-0.051673993	0.30660057	-0.09489578	-0.24584791	0.26748294	0.04831506	-0.12428678	-0.043091536	0.18883832	-0.26610258	-0.13677748	0.30675778	0.16454956	0.08992339	0.060057368	0.13177921	0.08854456	-0.3056988	0.04169446	0.58905	-0.037290085	-0.14093006	-0.27903	0.30948243	-0.22692634	0.24470848	-0.378847	0.3450997	0.16354632	-0.021066923	-0.09607833	-0.08018961	0.054575697	-0.34180307	-0.17558393	0.10279402	0.43638358	0.18772393	0.36808226	-0.048053633	-0.15838827	-0.5723178	0.43714592	0.09568286	0.0540127	0.5816848	0.11688451	0.28670385	-0.17207362	-0.2570989	-0.15904154	0.31479868	-0.035079982	-0.18324745	0.03252617	-0.106847905	0.32884735	-0.0766286	0.25663048	-0.27918097	0.19585973	0.017379282	-0.11713085	-0.3063343	0.19797012	-0.01950063	-0.30749848	0.2342442	-0.3751698	-0.13076319	0.2248951	0.2217492	0.20844975	0.047940474	0.035918105	0.22805616	0.5523499	-0.38870066	0.5150219	-0.12029041	-0.12252379	-0.22868815	0.31098205	0.17376073	0.016327582	-0.08111191	-0.20361455	0.29215392	-0.1392047	0.1309827	0.1778781	-0.05069183	0.5495566	-0.47076258	0.14119357
<http://bio2rdf.org/drugbank:DB00032>	-0.20087554	0.031089082	0.061857305	0.7861059	-0.06376043	0.4273375	-0.26759452	0.28835732	0.32307968	0.16792126	0.23271282	-0.4262569	0.7229836	-0.13412793	0.50176454	-0.09823606	-0.12721281	0.4438276	0.17973563	0.1343808	-0.32109678	0.2608645	-0.088790804	0.144293	-0.119928986	-0.012836749	-0.53430426	0.4117089	-0.026284374	-0.13811475	-0.037842415	0.19490647	0.040009253	-0.027077517	0.49656647	-0.086229384	0.16402346	0.03231023	0.22071335	-0.15344976	0.20459525	-0.061924923	-0.14099154	0.36575192	0.17493452	-0.66017175	-0.1101774	-0.20590377	-0.057411257	0.37256986	0.30580476	0.23064265	0.05319629	-0.06595521	0.5782846	-0.067113295	0.3691452	0.12043989	-0.111199245	0.1445221	0.18369417	0.027283607	0.07025763	0.107008785	0.06053623	-0.20873919	-0.19142985	-0.060592316	-0.18008165	0.14043637	-0.022963788	-0.24202862	0.40014917	0.15166831	0.032199096	0.17787719	0.33807483	-0.3665417	-0.292066	-0.069641694	-0.29663652	0.8284716	0.14661555	0.34317213	0.12535591	0.009866726	0.050616816	-0.23382716	-0.049038533	0.17793888	0.26009452	-0.30276245	0.395648	-0.0487148	-0.44015673	-0.38591394	0.4583479	-0.0785834	-0.0695736	-0.078685485	-0.108701386	-0.08037575	-0.42986667	0.17903696	0.04619298	0.13319004	0.079024255	-0.25738886	-0.22031999	0.22208686	-0.07445925	0.043888398	-0.117162496	-0.13674788	-0.09212416	-0.062070508	0.03895588	-0.047752596	-0.12062891	0.01116758	-0.060867622	0.13718125	-0.40236062	-0.2736398	-0.0042823423	-0.102755226	0.24811019	-0.22223811	0.10704384	-0.43349555	0.18065688	-0.18013912	0.007490423	0.36742958	0.079637885	0.035470545	0.09931809	-0.1460742	0.114192404	0.18040594	0.030887023	0.14695781	0.0385424	0.19193013	-0.1630623	-0.2309524	-0.045508254	0.46483395	-0.004563445	0.26463303	0.31051385	0.05597574	0.16714287	0.03448291	-0.16479969	-0.19413148	0.40865254	-0.044901103	-0.069051415	-0.036987334	-0.21825522	-0.053007703	0.24506985	0.14036953	-0.34632212	0.44625193	-0.15496139	0.2569795	-0.22626793	-0.04199731	0.021412155	-0.3117606	0.12556842	0.14675651	0.027791135	-0.13258804	0.26993358	-0.0642989	-0.03493877	-0.14178689	0.1772447	0.24026223	-0.3834309	0.32077095	-0.0021077583	0.05174117	-0.22001886	0.25282675	0.013687254	-0.010472087	-0.2640988	0.29524994	-0.2165724	-0.31219	0.08827965	0.087768085	-0.3104068	0.12064734	-0.36074457	0.12046311
<http://bio2rdf.org/drugbank:DB00825>	-0.46358263	-0.15894876	0.30443946	0.6695618	-0.59283674	0.44600302	-0.127971	0.515139	0.38613302	0.32814977	0.35177258	-0.24020097	0.69170904	-0.29255494	0.47967857	-0.030268688	-0.5719023	0.5204883	0.027330348	0.1855272	-0.081080355	0.057472356	0.30729985	0.27265	-0.13609217	0.3896992	-0.83749366	0.49803331	0.04724686	0.15404338	-0.078200705	0.1572701	-0.17776741	-0.10084001	0.6188469	-0.23470134	0.39142996	0.08533027	0.07836318	-0.22367495	0.26569787	0.31200072	-0.1483879	0.32080176	0.03773983	-0.2539792	-0.27569377	-0.13826957	-0.042248283	0.17237028	0.29438806	0.37833998	0.096119456	-0.10773048	0.15644814	-0.1238013	0.2980178	-0.29525462	0.04075107	0.056757055	-0.17823721	-0.2572702	0.21871762	0.17490213	0.08285829	-0.29874077	-0.18201458	0.10495518	-0.19795871	0.041890487	-0.05148577	-0.18836704	0.47305915	0.22228335	0.100606576	0.28040627	0.4608858	-0.12952508	-0.5807653	-0.22562875	-0.17660621	0.43829435	-0.16987763	0.37183294	-0.038500637	-0.10355467	0.12788387	-0.34790343	0.09363355	0.26834428	0.20496592	-0.421483	0.34157953	0.32715243	-0.18349938	-0.56885254	0.32751474	-0.20454587	0.07356156	0.10945855	-0.37363216	-0.20784909	0.16961873	0.042985134	0.041439813	0.20447777	0.45056003	-0.090081975	-0.5362795	0.38093415	0.14950375	0.05804796	-0.3811587	0.012302408	-0.36698014	-0.45278528	0.16033265	0.24727619	-0.20446703	-0.07205381	-0.14407232	0.20626561	-0.33748746	-0.39655253	0.2987739	0.034797356	0.40136057	-0.19707836	0.2416004	-0.39772865	0.45406783	-0.5080318	0.5291203	0.47898597	0.0049510323	0.0043219	0.0215655	-0.04736925	-0.3255804	-0.14359756	-0.0032750266	0.41193545	-0.004400549	0.24505134	-0.014472116	-0.11416529	-0.34084544	0.4755015	0.11230888	-0.005957101	0.4572971	0.10526039	0.33140603	-0.31411588	-0.10369316	-0.19073616	0.41240382	-0.30998123	-0.10086689	0.17453155	-0.37606668	0.37311563	-0.17481491	0.19088028	-0.29022223	0.43196598	0.00812375	-0.26868007	-0.36905852	0.25111994	0.22162066	-0.2518155	-0.10940391	0.019225484	-0.0071952203	0.2141765	0.06057371	0.06995147	0.07288861	-0.0025377783	0.40173334	0.66572803	-0.3170165	0.4433551	-0.2649985	-0.15303122	-0.35668388	0.45055422	0.24709773	-0.111122854	-0.29485655	0.05623134	0.35647878	-0.24937335	-0.046966452	0.252154	0.20014718	0.02010744	-0.38371682	0.10861017
<http://bio2rdf.org/drugbank:DB04843>	-0.5030009	-0.07367332	0.40952173	0.6582256	-0.44337323	0.4093431	-0.36366975	0.49613464	0.39184806	-0.012331902	-0.07474033	-0.32351518	0.79696333	-0.1856809	0.47154927	-0.14410701	-0.30841848	0.76744354	-0.17538166	0.27826235	-0.20217657	0.103552364	0.28609055	0.36863917	-0.28357702	0.35227942	-0.4979877	0.39707944	0.19829258	0.17519066	0.052529044	0.014143654	-0.12805255	-0.0054355976	0.4428433	-0.055409	0.10597937	4.8495505e-05	0.07967513	-0.033792783	-0.028366959	-0.011159203	-0.090196736	0.35531056	0.16874921	-0.5878293	-0.14330268	-0.21293344	-0.16745064	0.4695104	0.48019713	0.261539	0.4582761	-0.23626077	0.43150178	-0.23714636	0.17071375	-0.19454546	0.08712404	0.35562548	0.15903018	-0.16334537	0.1998786	0.31419283	0.33346814	-0.10438261	-0.06631209	0.05644133	-0.30151802	0.113210104	-0.1494666	-0.18275587	0.42238745	0.13983506	-0.053269666	0.40468445	0.37547085	-0.1288124	-0.5634045	-0.23613259	-0.5056955	0.054948058	0.16019468	0.45194343	-0.08735811	0.073180266	0.09673264	-0.39587557	-0.07100576	0.27910954	0.41287285	-0.60003155	0.45419383	-0.14142889	-0.41391227	-0.30875847	0.3593426	-0.22080384	0.036464073	-0.09849053	-0.29143554	-0.2006124	0.44472736	0.07670641	-0.12874405	-0.03643509	0.3312094	-0.2369736	-0.032756876	0.23406388	0.23653471	0.0011383232	-0.24851732	0.26716834	-0.054620124	0.06798542	0.12754788	-0.025312778	-0.173347	0.090821385	-0.06093209	0.2280344	-0.23309758	0.018289533	0.18694434	0.017317649	-0.033253644	-0.02067152	0.15445842	-0.340961	0.30415767	-0.37146112	0.37198016	0.3214694	-0.35136122	-0.03359859	-0.0052528116	-0.21267223	-0.26494753	-0.040125743	0.24196857	0.35082436	0.17662197	0.14442906	-0.19110322	-0.046442643	-0.30074278	0.52916485	-0.10814228	-0.2211701	0.19611911	0.066520706	0.15938903	-0.29417917	-0.17450224	-0.38494173	0.35480374	-0.1268254	-0.17600895	-0.12346756	-0.010911153	0.47189853	0.0460379	0.09396335	-0.12895961	0.43460482	-0.12239489	-0.08143627	-0.42944765	0.19744508	0.04091226	-0.39664754	0.29816556	-0.34987858	-0.44505793	0.16475748	0.15153588	-0.012640556	-0.27196118	0.024452742	0.5477051	0.79944825	-0.30543	0.3057311	-0.09564879	-0.0151866125	-0.5387139	0.08578796	0.40959212	0.25129518	-0.11451895	-0.2253294	0.27591684	-0.03271518	0.16324225	0.11839015	-0.08924037	0.4084451	-0.54574645	0.22941385
<http://bio2rdf.org/drugbank:DB00454>	0.15459561	0.5621637	0.42785296	0.5692662	-0.6082654	-0.1492836	-0.3025777	0.5787417	-0.51446277	-0.29296285	-0.53432655	0.14198028	1.329806	-0.481354	0.31713176	0.06630699	-0.22852924	0.8439854	-0.1498072	-0.007598524	-0.8300203	0.78066367	0.78406066	0.95793647	-0.76860905	0.5283155	-0.41727927	0.055521786	0.40418756	0.3097812	-0.3786301	0.24044542	-0.42212844	0.12063571	0.38594174	0.43282607	0.0236817	0.46127987	-0.13001975	-0.062244013	-0.43325797	0.10570123	0.22142234	-0.3600549	0.3384218	-1.1845846	-0.32339877	-0.3584263	-0.18751998	-0.37518615	0.40311903	0.1501162	-0.11808387	0.109239265	1.0819472	0.7606293	0.8514596	-0.252367	0.235743	0.236384	-0.2599931	-0.0628929	0.8112832	0.5145558	-0.108195774	-0.3908259	0.026500285	-0.22562762	-0.507533	0.20121929	-0.49640554	0.0988631	0.87431014	0.6984359	-0.065362364	-0.8132651	0.7699548	-1.107717	-0.013957346	-0.10611254	-0.8178169	0.15053381	0.29478836	0.31610316	-1.0480013	-0.20821726	-0.1769105	0.02912561	0.16432746	-0.20106854	0.08219495	-0.36347845	0.38191614	-0.27577198	-0.46242818	0.21874039	0.86280286	-0.065154925	-0.4051633	-1.3467678	-0.22015789	-0.017950833	-0.045353588	0.16890883	-0.16280901	-0.21598393	0.95059144	0.23620711	0.1286804	1.0956943	-0.36721426	-0.36451724	-0.0632646	0.1665778	0.75329626	-0.473791	0.97436744	-1.2366476	-0.028220804	-0.24137473	0.044863433	-0.034056246	0.50782186	-0.43044642	0.57899344	0.18425083	0.04711186	0.013996664	-0.5964319	-0.37859994	0.79523575	-1.0347793	0.5357739	-0.083146825	0.2776718	-0.31151712	-0.104785495	-0.3819455	-0.7207216	-0.32572082	0.001707708	0.22970526	-0.15797572	0.95106953	-0.41891855	-0.16040719	-0.81270987	0.36335945	-0.11420214	0.5757278	0.59074503	-0.1805042	0.6381354	0.90972763	-0.23441938	0.26150173	0.30990213	-0.29719564	-0.1701451	0.7091509	-0.6972792	0.53853214	-0.10169819	0.08607625	0.052520655	0.57252836	-0.25234747	-0.68078256	-0.4392039	-0.1564578	0.025795138	0.06507718	0.24414113	0.15470414	-0.20437591	-0.8095008	0.031466063	0.6382682	-0.42890733	0.36502627	1.3332996	-0.17902134	-0.3063964	0.8588784	-0.29712877	-0.18530242	-0.014129816	0.37563875	0.118767776	0.82089967	-0.2266177	0.090294614	0.26802346	-0.19651416	0.101356454	0.03380221	0.7217582	0.030491522	-0.012926712	0.18594849
